;bCT3_1db40_1;bCT3_1db40_2;bCT3_1dT40_1;bCT3_1dT40_2;bCT3_2db40_1;bCT3_2dT40_1;bCT4_dCA2_1;bCT4_dCA2_2;bCT4_dTR2_1;bCT4_dTR2_2
ENSG00000261359.2;0;0;0;0;0;1;0;1;0;0
ENSG00000177238.14;0;0;0;0;1;4;2;0;1;0
ENSG00000169900.8;0;0;0;0;1;0;0;0;0;0
ENSG00000169896.18;0;2;0;2;4;0;10;11;10;5
ENSG00000289930.1;0;0;0;0;0;0;1;0;0;0
ENSG00000140678.17;0;0;1;8;0;0;36;45;47;27
ENSG00000261245.2;0;0;0;0;0;0;0;0;0;0
ENSG00000156886.12;0;3;0;1;0;0;1;1;0;2
ENSG00000260757.1;0;1;1;2;2;1;0;0;6;2
ENSG00000156885.6;0;0;0;0;0;0;0;0;1;0
ENSG00000277543.1;0;0;0;0;0;0;0;0;0;0
ENSG00000176723.10;56;120;65;52;78;48;98;108;60;90
ENSG00000261474.1;19;33;15;18;15;21;18;23;13;15
ENSG00000260267.1;84;141;117;147;109;90;86;134;94;97
ENSG00000140691.18;359;926;552;569;716;588;774;642;568;434
ENSG00000280132.1;10;18;10;23;10;8;7;5;6;6
ENSG00000140682.19;2763;6014;3672;4203;4925;5601;8189;6401;5434;4995
ENSG00000140675.13;0;11;4;3;5;5;6;7;5;7
ENSG00000260740.2;0;0;2;0;0;0;0;0;0;0
ENSG00000140688.17;985;2017;1443;1531;1699;1603;1762;2032;1822;1507
ENSG00000260625.4;1;13;2;1;1;2;2;5;0;1
ENSG00000289889.1;0;0;0;0;0;0;0;0;0;0
ENSG00000169877.10;0;0;0;0;0;0;0;0;0;0
ENSG00000261475.3;0;0;3;0;0;0;0;0;0;0
ENSG00000261648.1;0;0;0;0;0;0;0;0;0;0
ENSG00000213547.3;0;0;0;0;0;0;0;0;0;0
ENSG00000260883.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261741.6;0;0;0;0;0;0;0;0;0;0
ENSG00000290715.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278885.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261614.1;2;0;0;0;1;0;2;2;0;1
ENSG00000260010.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237185.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260631.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260472.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260568.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290927.1;92;160;58;76;94;67;94;93;75;84
ENSG00000131797.14;0;0;3;2;1;0;0;2;0;2
ENSG00000276867.1;0;1;2;1;0;1;2;1;0;0
ENSG00000261731.2;0;0;0;0;0;0;0;0;0;0
ENSG00000197302.11;222;384;186;265;340;211;229;304;256;273
ENSG00000259810.2;0;2;0;1;1;0;0;3;3;1
ENSG00000260722.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261457.3;0;5;0;1;1;3;1;6;1;0
ENSG00000180663.5;0;0;0;0;0;0;0;0;0;0
ENSG00000261284.2;0;0;0;0;0;0;0;0;0;0
ENSG00000259874.1;0;0;0;0;0;0;0;0;0;0
ENSG00000185947.15;103;241;142;153;186;137;132;206;131;127
ENSG00000259950.1;0;0;0;0;0;1;0;0;0;0
ENSG00000261289.2;0;0;0;0;0;0;0;0;0;0
ENSG00000197476.3;0;0;0;0;0;0;0;0;0;0
ENSG00000260218.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260628.7;0;0;0;0;0;0;0;0;0;0
ENSG00000291271.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290953.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261727.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261704.2;0;0;0;0;0;0;0;0;0;0
ENSG00000223931.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260048.2;0;0;0;0;0;0;0;0;0;0
ENSG00000270472.3;0;0;0;0;0;0;0;0;0;0
ENSG00000291276.1;2;5;2;1;2;6;18;9;17;9
ENSG00000260584.1;0;1;0;0;0;0;0;2;0;0
ENSG00000286473.1;0;0;1;2;2;3;2;2;0;3
ENSG00000230267.8;1;4;1;1;1;0;2;7;2;3
ENSG00000290845.1;0;0;0;0;1;0;0;1;0;0
ENSG00000279997.1;0;0;0;0;0;0;2;0;0;0
ENSG00000260847.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260649.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260540.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260344.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260575.1;0;0;0;0;0;0;0;0;0;0
ENSG00000205456.12;3;15;5;7;18;11;45;49;40;22
ENSG00000260402.1;1;0;0;0;0;0;0;0;0;0
ENSG00000259822.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261127.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260516.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260327.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260866.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260307.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261541.1;0;0;0;0;0;1;0;0;0;0
ENSG00000260662.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261233.2;0;0;0;0;0;0;0;0;0;0
ENSG00000289734.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259966.7;0;0;0;0;0;0;0;0;0;0
ENSG00000262187.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261111.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261569.5;0;0;0;0;0;0;0;0;0;0
ENSG00000261263.2;0;0;0;0;0;0;1;0;0;0
ENSG00000260311.1;0;0;0;0;0;0;0;0;0;0
ENSG00000183632.15;0;1;1;0;0;0;0;0;0;0
ENSG00000260974.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261391.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260864.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260845.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261108.2;0;0;0;0;0;0;0;0;0;0
ENSG00000291274.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260644.7;0;2;0;0;0;0;0;2;3;0
ENSG00000291275.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290984.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278950.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279780.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279795.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260158.1;1;0;0;0;0;0;0;0;0;0
ENSG00000261719.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259934.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259303.5;0;0;0;0;0;0;0;0;0;0
ENSG00000260047.2;0;3;1;1;0;1;1;0;1;1
ENSG00000290985.1;0;0;0;0;0;0;0;0;0;0
ENSG00000214617.10;0;0;0;0;0;0;0;0;0;0
ENSG00000214614.3;0;0;0;0;0;0;0;0;0;0
ENSG00000261834.2;0;0;0;0;0;0;0;0;0;0
ENSG00000270864.1;0;0;0;0;0;0;0;0;0;0
ENSG00000277304.1;3;8;3;8;9;0;1;6;0;1
ENSG00000260610.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261259.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259852.2;0;0;0;0;0;0;0;0;0;0
ENSG00000233732.5;0;0;0;0;0;0;0;0;0;0
ENSG00000260921.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259997.2;0;0;0;0;0;0;0;0;0;0
ENSG00000271130.1;0;0;0;0;0;0;0;0;0;0
ENSG00000291267.1;0;0;0;0;0;1;0;0;0;0
ENSG00000260141.2;2;1;0;0;0;0;2;1;0;0
ENSG00000260900.1;0;0;0;0;0;0;0;0;0;0
ENSG00000291268.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261599.7;0;1;0;0;0;0;0;0;0;0
ENSG00000290986.1;0;0;0;0;0;0;0;0;0;0
ENSG00000291269.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261682.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259800.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261536.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260414.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260419.1;0;0;0;0;0;0;0;0;0;0
ENSG00000205457.12;0;0;0;0;0;0;0;0;0;0
ENSG00000260827.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261507.1;0;0;0;0;0;0;0;0;0;0
ENSG00000275034.3;0;0;0;0;0;0;0;0;0;0
ENSG00000282973.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261509.7;0;0;0;0;0;0;0;0;0;0
ENSG00000261009.1;0;0;0;0;0;0;0;0;0;0
ENSG00000283110.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278848.3;0;0;0;0;0;0;0;0;0;0
ENSG00000282927.1;0;0;0;0;0;0;0;0;0;0
ENSG00000262090.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260626.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261200.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261466.2;0;0;0;0;0;0;0;0;0;0
ENSG00000290420.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261405.3;0;0;0;0;0;0;0;0;0;0
ENSG00000259882.2;0;0;0;2;0;0;0;0;0;0
ENSG00000290414.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260518.3;0;0;0;0;0;0;0;0;0;0
ENSG00000291264.1;6;1;2;3;3;3;2;5;12;1
ENSG00000282924.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261580.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260308.1;0;0;0;0;0;0;0;0;0;0
ENSG00000270467.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261153.2;0;0;0;0;0;0;0;0;0;0
ENSG00000271178.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259680.5;0;0;0;0;0;0;0;0;0;0
ENSG00000270924.1;0;0;0;0;0;0;0;0;0;0
ENSG00000271691.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260312.1;0;0;0;0;0;0;0;0;0;0
ENSG00000270318.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260525.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260781.2;0;0;2;1;1;0;3;0;0;0
ENSG00000290419.1;0;0;0;0;0;0;0;0;0;0
ENSG00000271620.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261607.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259842.2;0;0;0;0;0;0;0;0;0;0
ENSG00000205452.5;0;0;0;0;0;0;0;0;0;0
ENSG00000270401.1;0;0;0;0;0;0;0;0;0;0
ENSG00000198555.7;0;0;1;0;0;0;0;0;0;0
ENSG00000261217.2;0;0;0;0;0;0;0;0;0;0
ENSG00000259990.2;0;0;0;0;0;0;0;0;0;0
ENSG00000283065.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261197.2;0;0;0;0;0;0;0;0;0;0
ENSG00000262561.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261440.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260087.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259987.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260207.1;0;0;0;0;0;0;0;0;0;0
ENSG00000256642.1;0;0;0;0;0;0;0;0;0;0
ENSG00000200434.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279800.2;5;8;4;5;9;4;7;11;3;5
ENSG00000284209.3;0;0;0;0;0;0;0;0;0;0
ENSG00000288300.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286968.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279165.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287353.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260854.1;0;0;0;0;0;0;0;0;0;0
ENSG00000179755.3;0;0;0;0;0;0;0;0;0;0
ENSG00000261566.1;0;0;0;0;0;0;0;0;0;0
ENSG00000262885.1;0;0;0;0;0;0;0;0;0;0
ENSG00000216671.6;0;0;0;0;0;0;0;0;0;0
ENSG00000278138.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261053.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260809.1;0;0;0;0;1;1;0;0;0;0
ENSG00000259979.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260724.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261800.2;0;0;0;0;0;0;0;0;0;0
ENSG00000280180.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261461.1;1;5;1;4;3;6;7;2;5;2
ENSG00000261608.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260073.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260590.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261398.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260958.3;0;0;0;0;0;0;0;0;0;0
ENSG00000261274.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260967.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260984.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259897.2;0;1;1;0;0;0;0;0;0;0
ENSG00000261010.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261752.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260846.2;0;0;0;0;0;0;0;0;0;0
ENSG00000261486.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260427.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260480.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259841.6;0;0;0;1;0;0;0;0;0;0
ENSG00000260291.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261689.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260598.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260812.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260680.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261299.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278681.2;0;0;0;0;0;0;0;0;0;0
ENSG00000214581.6;0;0;0;0;0;0;0;0;0;0
ENSG00000287163.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290413.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261711.7;0;0;0;0;0;0;0;0;0;0
ENSG00000260153.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259836.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261350.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260341.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261445.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287448.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260857.3;0;0;0;0;0;0;0;0;0;0
ENSG00000269622.1;0;0;0;0;0;0;0;0;0;0
ENSG00000282946.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259996.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260994.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261046.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260134.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260746.2;0;0;0;0;0;0;0;0;0;0
ENSG00000259791.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260522.1;0;0;0;0;0;0;0;0;0;0
ENSG00000251915.1;0;0;0;0;0;0;0;0;0;0
ENSG00000222207.1;0;0;0;0;0;0;0;0;0;0
ENSG00000251924.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252624.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261122.6;0;0;0;0;0;0;0;0;0;0
ENSG00000252094.1;0;0;0;0;0;0;0;0;0;0
ENSG00000276599.1;0;0;0;0;0;0;0;0;0;0
ENSG00000277004.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252182.1;0;0;0;0;0;0;0;0;0;0
ENSG00000274228.1;0;0;0;0;0;0;0;0;0;0
ENSG00000253055.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252647.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252268.1;0;0;0;0;0;0;0;0;0;0
ENSG00000251760.1;0;0;0;0;0;0;0;0;0;0
ENSG00000251717.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252806.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252673.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252587.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252936.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260611.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261620.1;0;0;0;0;0;0;2;1;0;0
ENSG00000261515.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261782.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279666.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261084.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290429.1;3;4;0;5;1;2;12;17;14;9
ENSG00000261239.7;0;0;0;0;0;0;0;0;0;0
ENSG00000199448.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261356.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260251.1;0;0;0;0;0;0;0;0;0;0
ENSG00000171241.9;521;979;490;626;820;651;1018;1009;505;518
ENSG00000261512.2;147;291;142;171;228;218;283;240;214;197
ENSG00000259856.1;6;11;3;6;5;3;5;7;3;3
ENSG00000260909.1;0;0;0;1;0;0;0;0;0;0
ENSG00000069329.18;3802;6744;4637;5405;5783;4982;5464;6324;5867;5048
ENSG00000261131.1;0;1;2;6;1;2;0;2;1;0
ENSG00000280376.1;0;1;0;0;0;0;0;0;0;0
ENSG00000091651.9;227;426;237;295;410;311;491;416;252;238
ENSG00000140795.13;14;24;5;2;30;7;5;8;8;7
ENSG00000260782.1;2;1;1;1;0;0;1;2;0;0
ENSG00000155330.10;324;614;465;560;525;542;625;628;601;574
ENSG00000260889.1;0;0;0;3;0;0;0;0;0;0
ENSG00000261725.1;0;0;0;0;0;0;0;0;0;0
ENSG00000166123.14;785;1501;903;1110;1304;993;1400;1468;1292;1158
ENSG00000069345.12;1551;2817;1719;2188;2373;2054;2497;2574;2215;1910
ENSG00000261173.2;4;6;2;7;7;1;3;2;3;2
ENSG00000259821.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259983.1;0;0;0;0;0;0;0;0;0;0
ENSG00000171208.10;180;367;150;178;303;180;240;271;119;162
ENSG00000260281.6;0;6;2;6;5;3;2;2;3;2
ENSG00000239840.1;0;0;0;0;0;0;0;0;0;0
ENSG00000129636.13;2568;4946;3032;3661;4004;3516;3791;4464;4245;3657
ENSG00000260744.1;0;0;0;0;0;1;0;0;1;1
ENSG00000279509.1;0;1;0;0;0;0;0;0;1;0
ENSG00000260012.1;1;0;0;0;0;1;0;0;0;0
ENSG00000261369.1;0;0;0;0;0;3;3;0;0;0
ENSG00000222767.1;0;0;0;0;0;0;0;0;0;0
ENSG00000288601.1;0;0;0;0;0;0;0;0;0;0
ENSG00000102893.18;2134;3785;2703;3290;3208;2967;2961;3810;3812;3275
ENSG00000222268.1;0;0;0;0;0;0;0;0;0;1
ENSG00000262038.1;0;0;0;0;0;0;0;0;1;0
ENSG00000259866.1;0;0;1;0;0;0;1;0;0;0
ENSG00000261336.1;0;1;0;0;0;0;0;0;0;1
ENSG00000259918.1;0;0;3;1;1;0;3;1;2;0
ENSG00000261231.6;0;0;0;1;1;0;0;0;0;0
ENSG00000260497.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261325.3;1;0;0;0;0;0;0;0;0;0
ENSG00000260450.2;0;0;0;0;0;0;0;0;0;0
ENSG00000288026.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261017.1;0;0;0;0;0;0;0;0;0;0
ENSG00000140798.17;0;7;2;1;6;2;0;0;0;0
ENSG00000261538.1;0;0;0;0;0;0;0;0;0;0
ENSG00000121270.16;13;25;11;17;25;9;16;17;17;17
ENSG00000102910.14;2008;3784;2499;3046;3172;2574;2846;3794;3344;2813
ENSG00000240793.1;4;3;0;8;4;3;4;3;3;3
ENSG00000280067.1;6;6;7;6;16;4;6;10;1;14
ENSG00000196470.12;135;255;147;198;215;203;223;179;172;179
ENSG00000275909.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261802.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260688.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260347.1;0;0;0;0;0;0;0;0;0;0
ENSG00000102921.8;1184;2113;1038;1273;1660;1105;1602;1767;1312;1114
ENSG00000261267.1;1;2;2;0;4;4;1;1;0;3
ENSG00000243609.1;0;0;0;0;0;1;0;0;0;0
ENSG00000260033.1;0;0;0;0;0;0;1;0;0;0
ENSG00000289119.1;1;7;2;0;4;4;4;1;2;2
ENSG00000259912.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260086.5;27;57;34;39;58;26;24;48;31;48
ENSG00000260052.1;0;4;2;0;1;1;3;0;0;1
ENSG00000272545.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260726.2;0;0;0;0;0;0;0;0;0;0
ENSG00000222170.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260184.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260067.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287469.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261421.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261815.1;0;0;0;0;0;0;0;0;0;0
ENSG00000102924.12;0;0;0;0;0;0;0;0;0;0
ENSG00000279249.4;0;0;0;0;0;0;0;0;0;0
ENSG00000280189.1;0;0;0;0;0;0;0;0;0;0
ENSG00000166152.4;0;0;0;0;0;0;0;0;0;0
ENSG00000262950.3;0;0;0;0;1;0;0;0;0;0
ENSG00000263110.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261623.1;0;0;0;0;0;0;0;0;1;0
ENSG00000102935.12;472;876;299;338;774;280;325;426;252;253
ENSG00000260089.2;0;1;0;0;0;0;0;0;0;2
ENSG00000260024.1;0;0;0;0;0;0;0;0;0;0
ENSG00000280131.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259978.1;0;0;0;0;0;0;0;0;0;0
ENSG00000275155.1;1;7;0;2;8;4;4;2;3;1
ENSG00000279842.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261751.1;0;1;0;0;0;0;0;0;0;0
ENSG00000244551.2;0;0;0;0;0;0;0;0;0;0
ENSG00000283365.1;0;0;0;0;0;0;0;0;0;0
ENSG00000205423.12;504;874;629;780;829;825;761;853;782;740
ENSG00000259843.2;1;1;0;1;2;0;0;0;1;1
ENSG00000261835.1;0;0;0;0;0;0;0;0;0;0
ENSG00000273829.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260298.2;0;0;0;0;0;0;0;0;0;0
ENSG00000155393.14;429;789;659;670;681;583;779;865;719;653
ENSG00000279356.1;7;12;3;6;9;5;2;2;11;1
ENSG00000202124.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260381.2;0;0;0;0;0;0;0;0;0;0
ENSG00000287444.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260031.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252526.1;0;0;0;0;0;0;0;0;0;0
ENSG00000121274.14;599;1108;680;786;979;713;649;1024;966;792
ENSG00000121281.13;778;1594;1045;1149;1273;850;611;1045;878;816
ENSG00000274969.1;0;0;0;0;0;0;0;0;0;0
ENSG00000166164.16;872;1575;1023;1220;1334;1161;1420;1437;1198;1076
ENSG00000261393.1;0;1;0;0;1;0;2;0;0;0
ENSG00000261092.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260573.4;0;0;1;0;0;0;0;0;0;0
ENSG00000140807.7;1204;2337;24;29;1910;20;1721;2716;130;117
ENSG00000260029.2;2;4;0;0;3;0;1;0;0;0
ENSG00000278909.1;1;3;0;0;4;0;4;10;0;0
ENSG00000205414.1;6;8;0;0;4;0;9;15;0;0
ENSG00000260249.3;6;2;1;0;3;0;3;1;0;0
ENSG00000167208.16;0;1;0;0;0;0;2;0;4;3
ENSG00000167207.15;7;21;1;1;12;0;15;7;5;6
ENSG00000270120.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261644.3;20;34;29;46;20;34;35;28;36;45
ENSG00000083799.18;2081;3380;2660;3074;2742;2550;2869;3950;3727;3204
ENSG00000264947.1;2;6;5;9;2;4;7;13;3;3
ENSG00000260616.6;2;0;0;0;0;0;1;0;0;0
ENSG00000261703.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261241.8;0;0;0;1;0;0;0;0;0;0
ENSG00000260042.1;0;0;0;0;0;0;0;0;0;0
ENSG00000199771.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261637.3;0;0;0;0;1;0;0;0;0;0
ENSG00000260605.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260620.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287718.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261282.1;0;0;0;0;0;0;0;0;0;0
ENSG00000103449.13;370;618;483;496;521;418;313;470;331;321
ENSG00000261238.1;1;10;7;8;11;5;12;8;17;7
ENSG00000285367.3;7;14;8;11;8;20;12;2;8;2
ENSG00000280344.1;1;1;4;3;8;0;1;1;5;2
ENSG00000287256.3;0;0;0;0;0;0;0;0;0;0
ENSG00000261047.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260818.2;0;0;1;0;0;0;0;0;0;0
ENSG00000260850.4;0;1;0;1;0;1;0;0;0;0
ENSG00000224578.5;51;96;58;58;75;84;79;94;49;44
ENSG00000223168.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260057.6;0;0;0;0;0;0;0;0;0;0
ENSG00000261190.5;0;0;0;0;0;0;0;0;0;0
ENSG00000261470.1;0;0;0;0;0;0;0;0;0;0
ENSG00000279779.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260268.6;0;3;0;0;0;0;0;0;0;0
ENSG00000261749.3;0;0;0;0;0;0;0;0;0;0
ENSG00000260975.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260478.2;0;0;0;0;0;0;0;0;0;0
ENSG00000260887.3;0;0;0;0;0;0;0;0;0;0
ENSG00000289907.1;0;0;0;0;0;0;0;0;0;0
ENSG00000103460.17;0;0;1;0;0;0;0;0;0;0
ENSG00000279427.1;0;0;0;0;0;0;0;0;0;0
ENSG00000249231.8;0;0;0;0;0;0;1;0;0;0
ENSG00000285800.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260963.3;0;0;0;0;0;0;0;0;0;0
ENSG00000260393.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261261.3;0;0;0;0;0;0;0;0;0;0
ENSG00000234337.4;7;14;12;17;7;13;15;11;12;10
ENSG00000260326.1;0;3;2;0;2;0;0;1;0;1
ENSG00000260258.2;0;4;1;0;0;1;0;1;0;0
ENSG00000260939.1;0;0;0;0;0;1;0;0;0;0
ENSG00000277639.3;61;68;30;46;99;44;24;49;46;39
ENSG00000177200.18;2192;3609;2032;2606;3136;1717;1363;2941;2377;2231
ENSG00000261291.1;0;2;2;2;1;2;2;2;2;0
ENSG00000280227.1;0;0;0;0;0;0;0;0;0;1
ENSG00000261056.2;5;19;0;4;6;4;1;10;6;3
ENSG00000279589.1;1;3;1;1;2;0;0;2;0;2
ENSG00000238645.1;0;0;0;0;0;0;2;0;0;0
ENSG00000202193.1;0;0;0;0;0;0;0;0;0;0
ENSG00000259962.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260078.6;0;0;0;0;0;0;0;0;0;0
ENSG00000291103.1;0;1;0;0;0;0;0;0;0;0
ENSG00000261804.3;0;0;0;0;0;0;0;0;0;0
ENSG00000262714.1;0;0;0;0;0;0;0;0;0;0
